id,bulk_id,spalen,date1,value,price,mean_sq,mean_fl,month,month_cnt,Класс объекта,Количество помещений,Огорожена территория,Площадь земельного участка,Входные группы,Детский сад,Школа,Поликлиника,ФОК,Спортивная площадка,Автомойка,Кладовые,Колясочные,Кондиционирование,Вентлияция,Лифт,Система мусоротведения,Видеонаблюдение,Подземная парковка,Двор без машин,Машиномест,Площадь пром. зоны в радиусе 500 м,Площадь зеленой зоны в радиусе 500 м,До Кремля,До ТТК(км),До Садового(км),До большой дороги на машине(км),До удобной авторазвязки на машине(км),До метро пешком(км),До промки(км),До парка(км),До парка пешком(км),Станций метро от кольца,Площадь двора,Курс,Cтавка по ипотеке,Вклады до 1 года,Вклады от 1 года до 3 лет,Вклады свыше 3 лет,mean_sq_spalen,mean_sq*price,spalen*Площадь зеленой зоны в радиусе 500 м,spalen*month_cnt,mean_sq*До удобной авторазвязки на машине(км),Станций метро от кольца*price,value_pred
34,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-10-01,782.7,164560.897436,64.34,12,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,21.446666666666673,10587848.14103224,312410,20,450.38,658243.589744,427.3947376391014
35,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-10-01,281.1,153875.0,93.51,11,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,23.3775,14388851.25,468615,30,654.57,615500.0,294.53864344026266
36,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-10-01,22.4,218642.85714299997,22.34,15,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,22.34,4884481.42857462,0,0,156.38,874571.4285719999,-19.175618399642552
37,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-11-01,362.0,162368.75,90.1,9,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55,22.525,14629424.375,481530,33,621.6899999999998,649475.0,447.0053021269487
38,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-11-01,253.0,180314.81481500002,64.94,10,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55,21.646666666666665,11709644.0740861,321020,22,448.086,721259.2592600001,376.7559627714985
39,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-11-01,230.0,194783.870968,36.22,14,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55,18.11,7055071.80646096,160510,11,249.918,779135.483872,289.34160497969583
40,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-11-01,0.0,174900.0,46.54,13,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,23.27,8139846.0,156205,11,325.78,699600.0,43.460021559370865
41,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-11-01,345.7,164218.253968,66.13,12,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,22.04333333333333,10859753.13490384,312410,22,462.91,656873.015872,311.9469963668154
42,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-11-01,186.9,155742.424242,93.49,11,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,23.3725,14560359.24238458,468615,33,654.43,622969.696968,233.19759111467437
43,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-11-01,22.2,218583.333333,22.35,16,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,22.35,4885337.49999255,0,0,156.45000000000005,874333.333332,25.89671435967326
44,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-12-01,714.8,162960.869565,89.92,10,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45,22.48,14653441.3912848,481530,36,620.4480000000002,651843.47826,293.0875566315925
45,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-12-01,460.5,184020.833333,63.45,10,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45,21.15,11676121.87497885,321020,24,437.80500000000006,736083.333332,444.0246330537855
46,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-12-01,195.4,196259.25925899998,36.53,14,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45,18.265,7169350.740731271,160510,12,252.057,785037.0370359999,231.7801921135513
47,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-12-01,92.4,174882.35294100002,46.53,12,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,23.265,8137275.882344731,156205,12,325.7100000000001,699529.4117640001,60.203611724948416
48,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-12-01,0.0,163808.035714,67.41,12,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,22.47,11042299.687480738,312410,24,471.87,655232.142856,245.1407221381006
49,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-12-01,93.7,155566.666667,93.49,10,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,23.3725,14543927.66669783,468615,36,654.43,622266.666668,301.0636924176519
50,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-12-01,44.8,218545.454545,22.36,16,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,22.36,4886676.3636262,0,0,156.51999999999995,874181.81818,-27.62211576516092
51,43BF0132-CC0A-E511-8098-001EC9D56418,3,2016-01-01,261.3,167000.0,90.04,10,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35,22.51,15036680.000000002,481530,39,621.2760000000002,668000.0,602.839364633851
52,43BF0132-CC0A-E511-8098-001EC9D56418,2,2016-01-01,276.5,186305.555556,65.45,8,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35,21.816666666666666,12193698.611140199,321020,26,451.605,745222.222224,417.04431998423615
53,43BF0132-CC0A-E511-8098-001EC9D56418,1,2016-01-01,184.1,200950.0,35.48,16,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35,17.74,7129705.999999999,160510,13,244.812,803800.0,87.87508727590189
54,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2016-01-01,92.9,179062.5,46.58,14,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,23.29,8340731.25,156205,13,326.06,716250.0,103.80293373241213
55,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2016-01-01,69.2,167797.413793,67.07,12,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,22.356666666666666,11254172.54309651,312410,26,469.49,671189.655172,229.33019214132798
56,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2016-01-01,186.4,159066.666667,93.49,11,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,23.3725,14871142.66669783,468615,39,654.43,636266.666668,45.97998715322612
57,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2016-01-01,22.2,223000.0,22.34,15,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,22.34,4981820.0,0,0,156.38,892000.0,18.212908822523094
58,43BF0132-CC0A-E511-8098-001EC9D56418,3,2016-02-01,535.4,168685.714286,90.31,10,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.32849470000002,12.46,7.75,8.65,7.99,22.5775,15234006.85716866,481530,42,623.139,674742.857144,423.5205662480386
59,43BF0132-CC0A-E511-8098-001EC9D56418,2,2016-02-01,276.7,188884.61538499998,64.02,7,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.32849470000002,12.46,7.75,8.65,7.99,21.34,12092393.076947698,321020,28,441.73800000000006,755538.4615399999,291.0914947228062
